"",COMPANY / EST. NAME,ADDRESS,"POSTALCODE",,,
"","Casa Del Wild @ UNIVERSALSTUDIOS SINGAPORE (RWS)",30,SENTOSA GATEWAY,01-323,-,098269
"",Casuarina Curry,20,SIXTH AVENUE,-,-,276479
"",Casuarina Curry,136 / 138,CASUARINA ROAD,-,SEMBAWANG HILLS ESTATE,5  7  9  5  26
"",Casuarina Curry,187,MACPHERSON ROAD,-,SENNETT ESTATE,3  4  8  5 45
"",Chai Chee Seafood Restaurant,359,CHANGI ROAD,-,-,419821
"",Champion Bread,376,BUKIT BATOK STREET 31,01-126,-,650376
"",Champion Killiney,60,JOO CHIAT ROAD,01-08,-,427726
"","Changi Cafeteria @ UTC Aeropspace(Mngd by Four Seasons ManagementPte Ltd)",11,Changi Road North Rise,00-00,-,498790
"",Changi Seafood 0172,51,OLD AIRPORT ROAD,01-01,"OLD AIRPORT ROAD HAWKERS'CENTRE",390051
"",CHAR-GRILL SPICE,29A,GHIM MOH LINK,01-06,-,271029
"",CHAR-GRILL SPICE,292,BUKIT BATOK EAST AVE 6,01-01,-,653292
"",Chargrill Western,1,North Point Drive,01-128,North Point City,768019
"",Chawang Bistro,80,Mandai Lake Road,-,Singapore Zoological Gardens,729826
"","Chef Chicken Rice(S3)@ ST 52Coffee House",506,Bukit Batok St 52,01-91,ST 52 Coffee House,650506
"",CHEF IBU,70,JELLICOE ROAD,01-11,V HOTEL,208767
"","Chic Culture (S1) @ Eden GardenCafe",121,TELOK AYER STREET,-,-,068590
"",Chic-A-Boo Fried Chicken,750,Chai Chee Road,01-31,Technopark @Chai Chee,469000
"",Chic-A-Boo Fried Chicken,6,Raffles Boulevard,03-147/148,Marina Square,0  39594
"",Chic-A-Boo Fried Chicken,180,KITCHENER ROAD,01-30/31,City Square Mall,208539
"",Chic-A-Boo Fried Chicken,604,Sembawang Road,01-02,Sembawang Shopping Centre,758459
"","Chickata Thai Hot Pot and WesternFood",326,JURONG EAST STREET 31,01-118,-,600326
"","CHICKEN MINCED MEAT NOODLE(R9) @ STAFF CANTEEN BYKOPITIAM CHANGI AIRPORTTERMINAL 2",60,AIRPORT BOULEVARD,3M,CHANGI AIRPORT TERMINAL 2,8  1  9  643
"","CHICKEN RICE & CARROT CAKE(S2) @ KAMPONG CHANTEK ANGMO KIO MRT",2450,ANG MO KIO AVENUE 8,01-10/17,ANG MO KIO MRT STATION,569811
"","CHICKEN RICE & DRINKS (S1) @KAKAK CAFE",530,LORONG 6 TOA PAYOH,01-03A,HDB HUB,3  1  0  530
"","CHICKEN RICE & DRINKS (S2) @KAKI CORNER",61,CHOA CHU KANG DRIVE,01-05,YEW TEE MRT STATION,6  8  9  7 15
"","CHICKEN RICE & NASI PADANG(S9) @ Institute of Mental Health",10,Buangkok View,-,Institute Mental Health,539747
"","Chicken Rice & Noodles @ ShellBukom (Mngd By Sodexo)",1908,Pulau Bukom Besar,01-01,-,s903808
"","CHICKEN RICE & SNACKS (S2) @KAWAN STATION SEMBAWANGMRT",11,CANBERRA ROAD,01-04,SEMBAWANG MRT STATION,7  5  9  7   75
"","Chicken Rice & Western Delights @1983 A Taste of Nanyang",2,BAYFRONT AVENUE,B1-01,The Shoppes at Marina Bay Sands,018972
"",Chicken Rice (S1) @ Crest Sec Sch,561,JURONG EAST STREET 24,-,CREST SECONDARY SCHOOL,6  0  9  561
"","Chicken Rice (S10) @ HealthyKopitiam YCH",2,Yishun Central 2,02-01,Yishun Community Hospital,768024
"","Chicken Rice (S10) @ Kopitiam VivoCity",1,HARBOURFRONT WALK,B2-39,VIVO CITY,0  9  8585
"","Chicken Rice (S11) @ Cantine PayaLebar Square",60,Paya Lebar Road,B1-51,Paya Lebar Square,409051
"","CHICKEN RICE (S12) @ FOODCLUB",535,CLEMENTI ROAD,01-01,"NGEE ANN POLYTECHNIC (BLOCK22)",599489
"","Chicken Rice (S12) @ Kopitiam SunPlaza",30,SEMBAWANG DRIVE,03-01,SUN PLAZA,7  5  7  713
"","Chicken Rice (S13) @ Kopitiam PlazaSingapura",68,ORCHARD ROAD,0 6-15/17,PLAZA SINGAPURA,2  3  8  8 39
"","Chicken Rice (S14) @ KopitiamChangi General Hospital",2,SIMEI STREET 3,01-20-00,CHANGI GENERAL HOSPITAL,5  2  9  8  89
"","Chicken Rice (S17) @ KopitiamTampines Mall",4,TAMPINES CENTRAL 5,04-27/29,TAMPINES MALL,5  2  9  510
"","Chicken Rice (S19) @ KopitiamCompass One",1,SENGKANG SQUARE,04-11,COMPASS ONE,545078
"","Chicken Rice (S19) @ Kopitiam YewTee Square",624,CHOA CHU KANG STREET 62,0  2 -222-244,YEW TEE SHOPPING CENTRE,6  8  0  6  24
"","Chicken Rice (S19)@KopitiamCompass One",1,SENGKANG SQUARE,04-11,COMPASS POINT,5  4  5  0 78
"","Chicken Rice (S2) @ Cantine JurongPoint",1,JURONG WEST CENTRAL 2,B   1 -42/43/44,JURONG POINT,6   4  8  886
"","CHICKEN RICE (S2) @ FLAVOURSBY HESED&EMET",21,Tampines Ave 1,01-00,Temasek Polytechnic (Blk 23A),529757
"","CHICKEN RICE (S2) @ GIANTFOODCOURT",21,TAMPINES NORTH DRIVE 2,03,GIANT,5  2  8 765
"","Chicken Rice (S2) @ HealthyKopitiam NTFGH",1,Jurong East Street 21,02-01,Ng Teng Fong General Hospital,609606
"","Chicken Rice (S21) @ KopitiamChangi Airport T3",65,AIRPORT BOULEVARD,B2-03,CHANGI AIRPORT TERMINAL 3,8  1  9  663
"","Chicken Rice (S3) @ Rasa RasaTeck Whye",160A,JALAN TECK WHYE,01-01,MULTI STOREY CAR PARK,6  8  1  1 60
"","CHICKEN RICE (S3) @ TUAN TUAN. PUAN PUAN",30,WOODLANDS AVENUE 2,0  1-17/18,WOODLANDS MRT STATION,7  3  8   3  43
"","CHICKEN RICE (S3) BAGUSHARBOUR FRONT",1,MARITIME SQUARE,"01-103 -108",HARBOURFRONT CENTRE,0  9  9  2  5 3
"","Chicken Rice (S4) @ BagusCauseway Point",1,WOODLANDS SQUARE,07-03,CAUSEWAY POINT,7  3  8  0 99
"",Chicken Rice (S4) @ Kopitiam TTSH,11,JALAN TAN TOCK SENG,0  1 -13/14/15,TAN TOCK SENG HOSPITAL,3  0  8  4 33
"","Chicken Rice (S4) @ KoufuSengkang General and CommunityHospital",1,Anchorvale Street,01-21,"Sengkang General and CommunityHospital",544835
"","Chicken Rice (S4)@MyKampungHeartbeat@Bedok",11,Bedok North Street 1,01-28/29,Heartbeat @ Bedok,469662
"","Chicken Rice (S4)@North CanteenNanyang Polytechnic",180,ANG MO KIO AVENUE 8,02-00,BLK E NANYANG POLYTECHNIC,5  6  9  8  3  0
"","CHICKEN RICE (S5)  KOPITIAMNORTHPOINT",930,YISHUN AVE 2,B2-12,-,769098
"","Chicken Rice (S5) @ 89.7 SupperClub (Geylang East)",1016,GEYLANG EAST AVENUE 3,01-165,-,389731
"","Chicken Rice (S5)@Kopitiam NUHMain Building",5,LOWER KENT RIDGE ROAD,01-01,NATIONAL UNIVERSITY HOSPITAL,1  1  9  0 74
"","Chicken Rice (S52) @ Hawker CentreOTH",51,Tampines Avenue 4,01-52,Our Tampines Hub,529684
"","Chicken Rice (S6) @ Foodfare EAvenue",1,PASIR RIS CLOSE,01-339,E! HUB @ DOWNTOWN EAST,519599
"",Chicken Rice (S6) @ Koufu,500,DOVER ROAD,-,Foodcourt 4 @ Aero Hub Singapore,1  3  9  6 51
"","Chicken Rice (S6)@Refresh ITECollege West",1,Choa Chu Kang Grove,03-05,ITE College West,688236
"","CHICKEN RICE (S7) @ FORK &SPOON WOODLANDS MART",768,WOODLANDS AVENUE 6,01-32,WOODLANDS MART,7  3  0  7  68
"","Chicken Rice (S7) @ KopitiamSuntec City Mall",3,TEMASEK BOULEVARD,0  3  -367-370,SUNTEC CITY MALL,0  3  8  983
"","Chicken Rice (S7)@Fork & SpoonWoodlands Mart",768,WOODLANDS AVENUE 6,0  1-30/32,WOODLANDS MART,7  3  0  7  68
"","Chicken Rice (S9) @ CookhouseWhite Sand",1,PASIR RIS CENTRAL STREET 3,03-01/02,-,518457
"","Chicken Rice (S9) @ Food CanopyRepublic Polytechnic",27,WOODLANDS AVENUE 9,03-01,"REPUBLIC POLYTECHNIC (BLKW4/W6 LAWN FOODCOURT)",738964
"",Chicken Rice (S9) @ Kopitiam SGH,6,HOSPITAL DRIVE,01-00,SINGAPORE GENERAL HOSPITAL,1  6  9  6  08
"","Chicken Rice (S9) @ Matrix CafeteriaITE College West",1,Chua Chu Kang Grove,02-01,Ite College West,688236
"","Chicken Rice (S9) @ Sedap Pasir RisWest Plaza",735,Pasir Ris Street 72,01-342,Pasir Ris West Plaza,510735
"","Chicken Rice (S9)@FoodJunctionHarbour Front Ctr",1,MARITIME SQUARE,03-01/04,HARBOURFRONT CENTRE,0  9  9  2  5 3
"","CHICKEN RICE / CARROT CAKE &SNACKS (S1) @ SAMBAL SAMBALADMIRALTY MRT",70,WOODLANDS AVENUE 7,01-02,ADMIRALTY MRT STATION  PART C,7  3  8   3  4  4
"","CHICKEN RICE / WESTERN @MAKANISTA",4,TAMPINES CENTRAL 5,01-42-44,TAMPINES MALL,5  2  9  510
"","Chicken Rice and Western Cuisine(S2) @ Happy Hawker",872C,Tampines St 86,01-09,-,523872
"",Chicken Rice Stall 6 @ NIE Canteen,1,NANYANG WALK,-,"NATIONAL INSTITUTE OFEDUCATION",637616
"","Chicken Rice, Tim Sum, Noodle &Porridge @ Enak Enak Hong KongTea House (ECP)",1202,EAST COAST PARKWAY,01-01,EAST COAST SEAFOOD CENTRE,4  4  9  8  8 1
"","CHICKEN RICE/NASI LEMAK (S2)@ KHUN THAI CCK",10,CHOA CHU KANG AVENUE 4,0 1-18/19,CHOA CHU KANG MRT STATION,6  8  9  8  10
"","Chicken Supremo Western Food (S5)@ 7 Stars",498,JURONG WEST STREET 41,01-426,-,640498
"","Chicky Fun (R1) @ Bagus NorthpointCity",1,Northpoint Drive,02-103,-,768019
"","Chicky Fun (S12) @ Kopitiam Lau PaSat",18,RAFFLES QUAY,-,LAU PA SAT FESTIVAL MARKET,0  48582
"",Chicky Fun @ Kopitiam Square,10,Sengkang Square,01-09/10,Kopitiam Square,544829
"",Chilli Api Cafe,,45 Science Park Road,01-05/06,Sparkle,117407
"",Chilli Api Cafe,1,SUPREME COURT LANE,01-01,SUPREME COURT SINGAPORE,178879
"","Chilli Api Cafe (Mngd By Chilli ApiCatering)",12,MARINA BOULEVARD,13-40,MARINA BAY FINANCIAL TOWER 3,018982
"","CHINATOWN STATION @AQUAMARINE",6,RAFFLES BOULEVARD,04,MARINA SQUARE,0  3  9  5 94
"","CHINESE CUISINE (S2) @ SIAECHANGAR 5 STAFF CANTEEN(MNGD BY BLISSFUL GROUP PTELTD)",41,AIRLINE ROAD,-,SIAEC HANGAR 5 STAFF CANTEEN,819831
"",Chinese Food (S4) @ Quad Cafe,60,NANYANG DRIVE,B1,School of Biological Sciences,637551
"",CHOPSTIX & RICE,400,ORCHARD ROAD,B1-02,ORCHARD TOWERS,2  3   8  8  75
"",CHOPSTIX & RICE,400,ORCHARD ROAD,0 4-37/38,ORCHARD TOWERS,2  3   8  8  75
"",CHUMPO 2,118,RIVERVALE DRIVE,01-39,RIVERVALE PLAZA,5  4  0  118
"",CHUMPO 2,258,PASIR RIS STREET 21,01-24,LOYANG POINT,5  1  0  258
"","Citi Cafe @ CBP (Mngd by CompassGroup)",3,"CHANGI BUSINESS PARKCRESCENT",-,-,486026
"",CITRUS BY THE POOL,3,WOODLANDS STREET 13,-,WOODLANDS SWIMMING COMPLEX,7  3  8  6  0  0
"",Claypot (S2) @ Quad Cafe,60,NANYANG DRIVE,B1,School of Biological Sciences,637551
"","CLAYPOT DELIGHT (S8) @FLAVOURS BY HESED&EMET",21,Tampines Ave 1,01-00,Temasek Polytechnic (Blk 23A),529757
"","CLUB B2 (STAFF CANTEEN)@SINGAPORE MARRIOTT TANGPLAZA HOTEL (MNGD BY THEWOK PEOPLE)",320,ORCHARD ROAD,B2,"MARRIOTT HOTEL, SINGAPORE",2  3  8  8  65
"",Coba Coba,156,YISHUN STREET 11,01-106,-,760156
"",COFFEE BEE,15,SCIENCE CENTRE ROAD,01-01,"SINGAPORE SCIENCE CENTRECOURTYARD, THE ANNEXE",609081
"",COLD DESSERT @ AMC,2,STAMFORD ROAD,-,"FAIRMONT SINGAPORE &SWISSOTEL THE STAMFORD",178882
"",Cold Section @ Straits Kitchen,10,SCOTTS ROAD,-,GRAND HYATT SINGAPORE,2  2  8  211
"",COLD STATION @ AQUAMARINE,6,RAFFLES BOULEVARD,04,MARINA SQUARE,0  3  9  5 94
"",Colonial Club,65,AIRPORT BOULEVARD,03-33,CHANGI AIRPORT TERMINAL 3,8  1  9  663
"",Cook Book,11,HOSPITAL DRIVE,01-01,NATIONAL CANCER CENTRE,1  6  9  6  10
"","Cookhouse Section 1 @ HTA (MngdBy Country Foods Pte Ltd)",501,Old Choa Chu Kang Road,-,"Block 10, HTA Cookhouse",698928
"","COOLMAN DRINK FRESHCOOLMAN FROZEN YOGURT",1,PASIR RIS CLOSE,02-K12,PASIR RIS NTUC RESORT,5  1  9  599
"","COOLMAN DRINK FRESHCOOLMAN FROZEN YOGURT",21,CHOA CHU KANG AVENUE 4,B1-K21,-,689812
"",CO-OP @ NTU CAFE,,52 Nanyang Avenue,B5-ME3/4,"Nanyang Technological University,TheHive",639816
"","COUNTER 1 & 2 @ SCDF (NSTI)Mngd By Sodexo",91,JALAN BAHAR,01-01,SCDF JALAN BAHAR CAMP,6  4   9  7 35
"","Counter 1 & 2 @ SCDF-CDACanteen (Mngd By Sodexo)",101,Jalan Bahar,01-01,SCDF - Civil Defence Academy,649734
"","COURTALLAM BORDER RAHMATHKADAI",53,ROWELL ROAD,-,-,208000
"",CRAVE,9,BISHAN PLACE,B1-K8,JUNCTION 8 SHOPPING CENTRE,5  7  9  8 37
"",CRAVE,68,ORCHARD ROAD,B2-43,PLAZA SINGAPURA,2  3  8  8 39
"",CRAVE,3155,"COMMONWEALTH AVENUEWEST",B1-K4/K5,CLEMENTI MALL,129588
"",CRAVE,83,PUNGGOL CENTRAL,B1-K7,WATERWAY POINT (EAST WING),828761
"",CRAVE,90,HOUGANG AVENUE 10,B1-11,HOUGANG MALL,5  3  8  7 66
"",CRAVE,11,NEW UPPER CHANGI ROAD,B2-22,BEDOK MALL,467360
"",CRAVE,1,SENGKANG SQUARE,B  1-02/03,COMPASS ONE,545078
"",CRAVE,1,HARBOURFRONT WALK,B 2-K23,VIVO CITY,0  9  8585
"",CRAVE,2,ORCHARD TURN,B 4-58/59,ION ORCHARD,2  3  8  8 01
"",CRAVE,7,WALLICH STREET,B2-26/27,TANJONG PAGAR CENTRE,078884
"",CRAVE,180,KITCHENER ROAD,B 2-K2-K4,CITY SQUARE MALL,208539
"",CRAVE,1,PASIR RIS CENTRAL STREET 3,B1-K16,WHITESANDS,518457
"",CRAVE,1,JURONG WEST CENTRAL 2,B1-03,JURONG POINT,6   4  8  886
"",CRAVE,930,YISHUN AVENUE 2,B1-45,NORTHPOINT,7  6  9  0 98
"",CRAVE,1,LOWER KENT RIDGE ROAD,01-19/20,-,119082
"",CRAVE,60,"AIRPORT BOULEVARD, CHANGIAIRPORT T2 -",02,"DEPARTURE/TRANSIT LOUNGENORTH (KIOSK D)",819643
"",CRAVE,30,SEMBAWANG DRIVE,01-26,SUN PLAZA,7  5  7  713
"",CRAVE,60,AIRPORT BOULEVARD,0  1 6-008-10,CHANGI AIRPORT TERMINAL 2,8  1  9  643
"",Cumi Bali,66,TANJONG PAGAR ROAD,-,-,088487
"",Curry Times,1,NORTHPOINT DRIVE,B1-201/202,NORTHPOINT CITY,768019
"",Curry Times,238,THOMSON ROAD,0 2-33/34,"VELOCITY, NOVENA SQUARE",3  0  7  6   8  3
"",Curry Times,65,AIRPORT BOULEVARD,B2-51,"CHANGI AIRPORT TERMINAL 3 -Basement Level 2 North",819663
"",Curry Times,3,Gateway Drive,02-08,Westgate,608532
"",Curry Times,10,Airport Boulevard,02-81/82,Changi Airport Terminal 4,819665
"",Curry Times Tingkat,460,ALEXANDRA ROAD,02-36,ALEXANDRA RETAIL CENTRE,1  1  9  9   6  3
"","Cut Fruit, Fruit Juice, Hot & ColdBeverage, Value Set, Churros Set,Hot Dessert, Cold Dessert (S1) @Bagus Northpoint City",1,Northpoint Drive,02-103,-,768019
"",D' CUISINES RESTAURANT,726,UPPER CHANGI ROAD EAST,-,-,486046
"",D.U.I.T Cafe Restaurant,301,CANBERRA ROAD,01-01,FERNLEAF CENTRE,7  5  9  7 74
"",DAILY COFFEE,750,CHAI CHEE ROAD,01-18,VIVO BUSINESS PARK @ CHAI CHEE,4  6  9  0  0  0
"",Dajie Niang Dou Fu,354,CLEMENTI AVENUE 2,01-253,-,120354
"","Dajie Niang Dou Fu & HainanChicken Rice",372,BUKIT BATOK STREET 31,01-374,-,650372
"",Dapur F Faiz,531,UPPER CROSS STREET,02-52,HONG LIM COMPLEX,0  5  0  5 31
"",Dapur Penyet,810,GEYLANG ROAD,0 1-43/44,/60/61 CITY PLAZA,4  0  9  2   86
"",Dapur Penyet,176,ORCHARD ROAD,01-59,CENTREPOINT,2  3  8  8 43
"","Dapur Penyet (S12) @ FoodRepublicCity Square Mall",180,KITCHENER ROAD,04-31,city square mall,208539
"",DATANG SELALU,20A,YISHUN CENTRAL,01-01/02,"YISHUN TEMPORARY BUSINTERCHANGE",768830
"","Delta Cafe (Mngd By Happy KitchenMighty Chef)",60,AIRPORT BOULEVARD,-,CHANGI AIRPORT TERMINAL 2,8  1  9  643
"","Dessert & Drinks @ Enak Enak HongKong Tea House (ECP)",1202,EAST COAST PARKWAY,01-01,EAST COAST SEAFOOD CENTRE,4  4  9  8  8 1
"",DESSERT FIRST PTE. LTD.,8,LIANG SEAH STREET,01-04,-,189029
"",Dessert Section @ Straits Kitchen,10,SCOTTS ROAD,-,GRAND HYATT SINGAPORE,2  2  8  211
"","Desserts (B2) @ Takashimaya (Mngdby The Wok People)",391,ORCHARD ROAD,B2,NGEE ANN CITY,2  3  8  872
"",DESSERTS @ AQUAMARINE,6,RAFFLES BOULEVARD,04,MARINA SQUARE,0  3  9  5 94
"","DF Kitchen (S3) @ CANTEENSINGAPORE DISCOVERY CENTRE",510,UPPER JURONG ROAD,01-03,SINGAPORE DISCOVERY CENTRE,6  3  8  3  6 5
"","Dhaba Indian Stall @ RechargeDepot HP (Mngd by SodexoSingapore Pte Ltd)",1,Depot Road,02-02,Maple Tree Building (Hewlett Packard),109841
"","Dim Sum & Chicken Rice (S2) @Tang Tea House Jurong West",414,JURONG WEST STREET 42,01-783,-,640414
"","DIM SUM (S5) @ 89.7 SUPPERCLUB",5,CHANGI VILLAGE ROAD,-,-,500005
"","DIM SUM/ECONOMICRICE/PORRIDGE (S6) @ DIGNITYKITCHEN",267,SERANGOON AVENUE 3,02-02,-,550267
"",Dip 'n' Go,30,WOODLANDS AVENUE 2,01-31,WOODLANDS MRT STATION,7  3  8   3  43
"",D'LAKSA,1,SENGKANG SQUARE,B1-46,COMPASS POINT,5  4  5  0 78
"",D'LAKSA,90,HOUGANG AVENUE 10,B1-K7,HOUGANG MALL,5  3  8  7 66
"",D'LAKSA,2,TAMPINES CENTRAL 5,01-36,CENTURY SQUARE,5  2  9  5  09
"",D'lite Cafe,321,JOO CHIAT PLACE,-,PARKWAY EAST HOSPITAL,427990
"",DoDo Express,1,North Point Drive,B2-138,North Point City,768019
"",Domino's Pizza Singapore Pte Ltd,301,TANJONG KATONG ROAD,-,-,437084
"",Domino's Pizza Singapore Pte Ltd,369,SEMBAWANG ROAD,-,-,758382
"",Domino's Pizza Singapore Pte Ltd,253,CHOA CHU KANG AVENUE 1,01-01,KEAT HONG SHOPPING CENTRE,6  8  0  2  53
"",Domino's Pizza Singapore Pte Ltd,169,UPPER PAYA LEBAR ROAD,-,-,534860
"",Domino's Pizza Singapore Pte Ltd,233,JALAN KAYU,-,-,799457
"",Domino's Pizza Singapore Pte Ltd,802,TAMPINES AVE 4,01-23,-,520802
"",Domino's Pizza Singapore Pte Ltd,47,LORONG 6 TOA PAYOH,01-148,-,310047
"",Domino's Pizza Singapore Pte Ltd,42,HOLLAND DRIVE,01-81,-,270042
"",Domino's Pizza Singapore Pte Ltd,60,PUNGGOL EAST,01-10,-,828825
"",Domino's Pizza Singapore Pte Ltd,943,UPPER SERANGOON ROAD,-,-,534710
"",Domino's Pizza Singapore Pte Ltd,339,ANG MO KIO AVENUE 1,01-1587,-,560339
"",Domino's Pizza Singapore Pte Ltd,218,BEDOK NORTH STREET 1,01-15,-,460218
"",Domino's Pizza Singapore Pte Ltd,625,ELIAS ROAD,01-312,ELIAS MALL,5  1  0 625
"",Domino's Pizza Singapore Pte Ltd,202,Jurong East Street 21,01-115,-,600202
"",Domino's Pizza Singapore Pte Ltd,71,KILLINEY ROAD,-,-,239527
"",Domino's Pizza Singapore Pte Ltd,505,WEST COAST DRIVE,01-210,-,120505
"",Domino's Pizza Singapore Pte Ltd,216,"ANG MO KIO AVE 4, KEBUNBARU CC",-,-,569897
"",Domino's Pizza Singapore Pte Ltd,557,"Bukit Timah Road, Crown Centre",01-03,-,269694
"",Domino's Pizza Singapore Pte Ltd,918,EAST COAST ROAD,-,-,459111
"",Domino's Pizza Singapore Pte Ltd,574,"Ang Mo Kio Avenue 10,  #01-1827",-,-,560574
"",Domino's Pizza Singapore Pte Ltd,462,TAMPINES STREET 44,01-76,-,520462
"",Domino's Pizza Singapore Pte Ltd,146,ARAB STREET,-,-,199830
"",Domino's Pizza Singapore Pte Ltd,1,YISHUN AVENUE 9,01-03,NEE SOON EAST COMMUNITY CLUB,7  6  8  8  93
"",Domino's Pizza Singapore Pte Ltd,6,JURONG WEST AVENUE 1,01-03,HONG KAH EAST COMMUNITY CLUB,6  4  9  5  2 0
"",Domino's Pizza Singapore Pte Ltd,46,TELOK BLANGAH DRIVE,-,-,100046
"",Domino's Pizza Singapore Pte Ltd,13,STANLEY STREET,-,-,068732
"",Domino's Pizza Singapore Pte Ltd,161,Bukit Merah Central,-,-,150161
"",Domino's Pizza Singapore Pte Ltd,1,HILLVIEW RISE,01-03,HILLVIEW COMMUNITY CLUB,667970
"",DOSIRAK,,6A shenton way,-,OUE shenton way,068815
"",Dough Culture Pte Ltd,1,WOODLANDS SQUARE,01,CAUSEWAY POINT,7  3  8  0 99
"",Dough Culture Pte Ltd,311,New Upper Changi Road,B2-27,Bedok Mall,467360
"",Dough Culture Pte Ltd,4,TAMPINES CENTRAL 5,B1-K16,TAMPINES MALL,5  2  9  510
"",Dough Culture Pte Ltd,53,ANG MO KIO AVENUE 3,B2-31,AMK HUB,5  6  9  933
"",Dough Culture Pte Ltd,5,Changi Business Park Central 1,-,Changi City Point,486038
"",Dough Culture Pte Ltd,83,PUNGGOL CENTRAL,01-K5,WATERWAY POINT (EAST WING),828761
"",Dough Culture Pte Ltd,1,Northpoint Drive,B3-147,NorthPoint City (South Wing),S738019
"",Dough Culture Pte Ltd,23,SERANGOON CENTRAL,B2-09,NEX MALL,556083
"",Dough Culture Pte Ltd,930,YISHUN AVENUE 2,-,NORTHPOINT,7  6  9  0 98
"",D'Pastriez,11,Tanjong Katong road,B1-K5,One Km,437157
"","DRINK STALL (S7) @ 89.7 SUPPERCLUB",5,CHANGI VILLAGE ROAD,01-2035,-,500005
"","DRINKS & DESSERT (S9) @ 89.7Supper Club (Geylang East)",1016,GEYLANG EAST AVENUE 3,01-165,-,389731
"",Drinks & Desserts (S8) @ Quad Cafe,60,NANYANG DRIVE,B1,School of Biological Sciences,637551
"","Drinks & Desserts (S8) @ Tang TeaHouse Jurong West",414,JURONG WEST STREET 42,01-783,-,640414
"","DRINKS & NOODLES (S1) @ KHUNTHAI CCK",10,CHOA CHU KANG AVENUE 4,0 1-18/19,CHOA CHU KANG MRT STATION,6  8  9  8  10
"","Drinks Dessert Fruits (S1) @ CantineJurong Point",1,JURONG WEST CENTRAL 2,B   1 -42/43/44,JURONG POINT,6   4  8  886
"","DRINKS (S1) BAGUS HARBOURFRONT",1,MARITIME SQUARE,0  1-103/108,HARBOURFRONT CENTRE,0  9  9  2  5 3
"",D'RUBINAH EATING CORNER,846,YISHUN RING ROAD,01-3659,YISHUN NEW TOWN,7   6  0  8 46
"",D'RUBINAH RESTAURANT,2,WOODLANDS SECTOR 1,01-28,WOODLANDS SPECTRUM,7  3   8  0  6 8
"",D'RUBINAH RESTAURANT,592,SEMBAWANG ROAD,-,SEMBAWANG SPRINGS ESTATE,7  5  8  4  5 1
"",D'RUBINAH RESTAURANT,10,ANG MO KIO STREET 65,06-01,TECHPOINT,5  6  9  059
"",DUNKIN' DONUTS,20,TAMPINES CENTRAL 1,01-20,TAMPINES MRT STATION,5  2  9  5 38
"",DUNKIN' DONUTS,53,ANG MO KIO AVENUE 3,01,AMK HUB,5  6  9  933
"",DUNKIN' DONUTS,1,MARITIME SQUARE,01-102,HARBOURFRONT CENTRE,0  9  9  2  5 3
"",DUNKIN' DONUTS,2,JURONG EAST STREET 21,01-42,IMM BUILDING,6  0  9 601
"",DUNKIN' DONUTS,80,AIRPORT BOULEVARD,02-K17,CHANGI AIRPORT TERMINAL 1,8  1  9  642
"",DUNKIN' DONUTS,311,NEW UPPER CHANGI ROAD,B2-K7,BEDOK MALL,467360
"",DUNKIN' DONUTS,2,JURONG EAST CENTRAL 1,B1-K06A,J CUBE MALL,609731
"",DUNKIN' DONUTS,14,SCOTTS ROAD,01-03,FAR EAST PLAZA,2  2  8  213
"",DUNKIN' DONUTS,1,WOODLANDS SQUARE,-,CAUSEWAY POINT,7  3  8  0 99
"",DUNKIN' DONUTS,2,ORCHARD TURN,B4-60,ION ORCHARD,2  3  8  8 01
"",DUNKIN' DONUTS,180,KITCHENER ROAD,B1-K12,CITY SQUARE MALL,208539
"",DUNKIN' DONUTS,83,PUNGGOL CENTRAL,B1-K3,WATERWAY POINT (WEST WING),828761
"",DUNKIN' DONUTS,30,SEMBAWANG DRIVE,01-27A,SUN PLAZA,7  5  7  713
"",DUNKIN' DONUTS,930,YISHUN AVENUE 2,B1-17,NORTHPOINT,769098
"",Dynamic Dining House,5,CHANGI VILLAGE ROAD,"01-2039/2041",-,500005
"",Earle Swensens Restaurant,1,HARBOURFRONT WALK,0 2-117,VIVO CITY,0  9  8585
"",Earle Swensens Restaurant,3,GATEWAY DRIVE,03-10/11,WESTGATE MALL,608532
"","East West Noodle (S11) @ MatrixCafeteria ITE College West",1,Choa Chu Kang Grove,02-01,BLK 3 ITE COLLEGE WEST,688236
"",Eatzi Gourmet Bistro,60,YISHUN AVENUE 4,01-V2,Safra Yishun Country Club,769027
"",Eatzi Gourmet Bistro,2,Ang Mo Kio Drive,01-02/03/04,ITE College Central,567220
"",Eatzi Gourmet Bistro,,60 Paya Lebar Road,B1-15,Paya Lebar Square,409051
"",EDMOND CHICKEN RICE,46-1,COMMONWEALTH DRIVE,0 1-358,-,140461
"",EDMOND CHICKEN RICE,11,TELOK BLANGAH CRESCENT,01-110,-,090011
"",EIGHTEEN CHEFS,311,New Upper Changi Road,02-03/04,Bedok Mall,467360
"",EIGHTEEN CHEFS,8,GRANGE ROAD,04-02,CATHAY CINELEISURE  ORCHARD,2  3  9  6  95
"",EIGHTEEN CHEFS,2,HANDY ROAD,B1-19/20,THE CATHAY,2  2  9 233
"",EIGHTEEN CHEFS,1,Northpoint Drive,02-128,North Point City,768019
"",EIGHTEEN CHEFS,2,JURONG EAST CENTRAL 1,02-13,JCUBE,609731
"",EIGHTEEN CHEFS,200,VICTORIA STREET,04-06,BUGIS JUNCTION,1  8  8  021
